Cases,cod_munici,year,epiweek,cons_epiweek,municipality,total_population,Temperature,Rainfall,EVI
23,5895,2009,24,129,ZARAGOZA,28477,24.4125295,52.83739127,3378.167187
14,5895,2009,25,130,ZARAGOZA,28477,24.16305375,56.47653422,3100.928955
32,5895,2009,26,131,ZARAGOZA,28477,24.59207712,41.63483522,3852.690507
32,5895,2009,27,132,ZARAGOZA,28477,24.4940132,104.8984475,3979.988654
65,5895,2009,28,133,ZARAGOZA,28477,25.81000472,31.20954132,NA
101,5895,2009,29,134,ZARAGOZA,28477,25.24217647,22.76242396,4028.598206
109,5895,2009,30,135,ZARAGOZA,28477,25.62379586,61.72538953,4065.47243
100,5895,2009,31,136,ZARAGOZA,28477,25.17452421,49.21012664,3744.609559
94,5895,2009,32,137,ZARAGOZA,28477,24.95772604,53.10880521,4040.806746
55,5895,2009,33,138,ZARAGOZA,28477,23.93547202,128.5507399,4569.135348
62,5895,2009,34,139,ZARAGOZA,28477,24.83841398,29.88625168,4007.69311
110,5895,2009,35,140,ZARAGOZA,28477,25.1453429,27.23207395,646.3480733
94,5895,2009,36,141,ZARAGOZA,28477,25.65832096,26.69332239,4352.573237
142,5895,2009,37,142,ZARAGOZA,28477,24.32646565,31.03839935,2008.93335
110,5895,2009,38,143,ZARAGOZA,28477,25.41268693,37.4927103,4079.510193
111,5895,2009,39,144,ZARAGOZA,28477,25.33147775,36.96657479,3320.21835
99,5895,2009,40,145,ZARAGOZA,28477,25.57829992,77.40888717,3366.249163
111,5895,2009,41,146,ZARAGOZA,28477,24.1500975,87.38145503,1718.891955
104,5895,2009,42,147,ZARAGOZA,28477,24.12812126,95.94353839,2770.207293
50,5895,2009,43,148,ZARAGOZA,28477,23.99717373,42.38724909,3784.604375
72,5895,2009,44,149,ZARAGOZA,28477,23.69280834,30.28675554,NA
71,5895,2009,45,150,ZARAGOZA,28477,23.95421521,44.67603777,4113.224941
73,5895,2009,46,151,ZARAGOZA,28477,24.55785375,38.94889636,1233.573479
121,5895,2009,47,152,ZARAGOZA,28477,25.18784356,41.44577771,2799.219227
69,5895,2009,48,153,ZARAGOZA,28477,25.4289468,16.25148136,808.6598609
91,5895,2009,49,154,ZARAGOZA,28477,25.5460487,17.17819367,2728.680259
111,5895,2009,50,155,ZARAGOZA,28477,25.20655283,17.26659163,3954.475654
112,5895,2009,51,156,ZARAGOZA,28477,24.21971475,57.61545609,3573.37475
78,5895,2009,52,157,ZARAGOZA,28477,25.09247998,8.630630284,4390.402983
135,5895,2010,1,158,ZARAGOZA,28845,26.04141956,6.844768094,NA
83,5895,2010,2,159,ZARAGOZA,28845,26.80497872,3.59968104,4631.965032
85,5895,2010,3,160,ZARAGOZA,28845,28.07467135,4.359357892,3193.004172
90,5895,2010,4,161,ZARAGOZA,28845,27.12429614,8.965981646,3977.843912
156,5895,2010,5,162,ZARAGOZA,28845,28.77120865,5.031304708,3862.460449
149,5895,2010,6,163,ZARAGOZA,28845,26.71350549,17.55262349,1756.878617
205,5895,2010,7,164,ZARAGOZA,28845,27.75224955,10.31121224,4468.58943
156,5895,2010,8,165,ZARAGOZA,28845,26.62013724,48.40592817,NA
187,5895,2010,9,166,ZARAGOZA,28845,26.05756122,103.7443243,2248.261781
158,5895,2010,10,167,ZARAGOZA,28845,26.08217542,72.26309576,4068.541961
172,5895,2010,11,168,ZARAGOZA,28845,26.30084945,139.2489858,4825.491824
155,5895,2010,12,169,ZARAGOZA,28845,27.97385988,41.95396358,3868.333693
133,5895,2010,13,170,ZARAGOZA,28845,26.60201594,58.90017793,4808.790529
114,5895,2010,14,171,ZARAGOZA,28845,25.88399999,191.2698495,4340.038109
53,5895,2010,15,172,ZARAGOZA,28845,25.65946877,36.67454845,5490.957659
78,5895,2010,16,173,ZARAGOZA,28845,27.37620982,98.66975235,4305.753886
210,5895,2010,17,174,ZARAGOZA,28845,25.46275739,129.2565352,NA
256,5895,2010,18,175,ZARAGOZA,28845,24.3204729,119.9868164,4724.500398
227,5895,2010,19,176,ZARAGOZA,28845,25.74953507,138.7081191,4049.83778
274,5895,2010,20,177,ZARAGOZA,28845,25.5070892,67.88987043,4643.076804
248,5895,2010,21,178,ZARAGOZA,28845,24.58754065,38.0253321,4110.35816
201,5895,2010,22,179,ZARAGOZA,28845,25.05176688,122.2963119,5341.899476
233,5895,2010,23,180,ZARAGOZA,28845,24.51162245,74.60831507,4303.995827
154,5895,2010,24,181,ZARAGOZA,28845,24.39525367,116.1868945,NA
114,5895,2010,25,182,ZARAGOZA,28845,24.1039285,102.1692795,3866.284143
58,5895,2010,26,183,ZARAGOZA,28845,24.5673563,106.1020521,4294.091923
44,5895,2010,27,184,ZARAGOZA,28845,23.88918146,139.1544766,5538.682805
69,5895,2010,28,185,ZARAGOZA,28845,23.93791483,68.26968886,4357.814101
110,5895,2010,29,186,ZARAGOZA,28845,24.60008007,42.55473477,5043.233353
147,5895,2010,30,187,ZARAGOZA,28845,24.29225805,61.31756192,4534.272133
